model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008
,,,,,,,,,,,,,MERCURY Milan,3.0,6.0,Auto-L6,2WD,Gasoline,midsize car,7.0,18.0,26.0,21.0,6.0,yes
,,,,,,,,,,,,,MERCURY Mountaineer,4.0,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,MERCURY Mountaineer,4.0,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,MERCURY Mountaineer,4.6,8.0,Auto-L6,2WD,Gasoline,SUV,7.0,13.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,MERCURY Mountaineer,4.6,8.0,Auto-L6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,MERCURY Sable,3.5,6.0,Auto-L6,4WD,Gasoline,large car,9.5,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,MERCURY Sable,3.5,6.0,Auto-L6,2WD,Gasoline,large car,9.5,18.0,28.0,22.0,6.0,yes
,,,,,,,,,,,,,MINI Mini Cooper Convertible,1.6,4.0,Auto-AV,2WD,Gasoline,small car,6.0,25.0,33.0,28.0,8.0,yes
,,,,,,,,,,,,,MINI Mini Cooper Convertible,1.6,4.0,Man-5,2WD,Gasoline,small car,6.0,26.0,35.0,29.0,8.0,yes
,,,,,,,,,,,,,MINI Mini Cooper S Convertible,1.6,4.0,Auto-S6,2WD,Gasoline,small car,6.0,22.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,MINI Mini Cooper S Convertible,1.6,4.0,Man-6,2WD,Gasoline,small car,6.0,24.0,31.0,27.0,8.0,yes
,,,,,,,,,,,,,MITSUBISHI Eclipse,2.4,4.0,Auto-S4,2WD,Gasoline,small car,7.0,20.0,26.0,22.0,6.0,yes
,,,,,,,,,,,,,MITSUBISHI Eclipse,2.4,4.0,Man-5,2WD,Gasoline,small car,7.0,20.0,28.0,23.0,7.0,yes
,,,,,,,,,,,,,MITSUBISHI Eclipse,3.8,6.0,Man-6,2WD,Gasoline,small car,6.0,16.0,25.0,19.0,5.0,no
,,,,,,,,,,,,,MITSUBISHI Eclipse,3.8,6.0,Auto-S5,2WD,Gasoline,small car,6.0,17.0,25.0,20.0,6.0,no
,,,,,,,,,,,,,MITSUBISHI Eclipse Spyder,2.4,4.0,Auto-S4,2WD,Gasoline,small car,7.0,19.0,26.0,22.0,6.0,yes
,,,,,,,,,,,,,MITSUBISHI Eclipse Spyder,2.4,4.0,Man-5,2WD,Gasoline,small car,7.0,19.0,26.0,22.0,6.0,yes
,,,,,,,,,,,,,MITSUBISHI Eclipse Spyder,3.8,6.0,Auto-S5,2WD,Gasoline,small car,6.0,16.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,MITSUBISHI Eclipse Spyder,3.8,6.0,Man-6,2WD,Gasoline,small car,6.0,16.0,25.0,19.0,5.0,no
,,,,,,,,,,,,,MITSUBISHI Endeavor,3.8,6.0,Auto-S4,2WD,Gasoline,SUV,6.0,15.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,MITSUBISHI Endeavor,3.8,6.0,Auto-S4,4WD,Gasoline,SUV,6.0,15.0,19.0,17.0,4.0,no
,,,,,,,,,,,,,MITSUBISHI Galant,2.4,4.0,Auto-S4,2WD,Gasoline,midsize car,9.5,20.0,27.0,23.0,7.0,yes
,,,,,,,,,,,,,MITSUBISHI Galant,3.8,6.0,Auto-S5,2WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no
,,,,,,,,,,,,,MITSUBISHI Lancer,2.0,4.0,Man-5,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7.0,yes
,,,,,,,,,,,,,MITSUBISHI Lancer,2.0,4.0,Auto-AV,2WD,Gasoline,small car,9.5,22.0,29.0,24.0,7.0,yes
,,,,,,,,,,,,,MITSUBISHI Outlander,3.0,6.0,Auto-S6,2WD,Gasoline,SUV,9.5,17.0,25.0,20.0,6.0,yes
,,,,,,,,,,,,,MITSUBISHI Outlander,3.0,6.0,Auto-S6,4WD,Gasoline,SUV,9.5,17.0,24.0,20.0,6.0,yes
,,,,,,,,,,,,,MITSUBISHI Outlander,2.4,4.0,Auto-AV,2WD,Gasoline,SUV,6.0,20.0,25.0,22.0,6.0,no
,,,,,,,,,,,,,MITSUBISHI Outlander,2.4,4.0,Auto-AV,4WD,Gasoline,SUV,6.0,20.0,25.0,22.0,6.0,no
,,,,,,,,,,,,,MITSUBISHI Raider,3.7,6.0,Auto-L4,2WD,Gasoline,pickup,7.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,MITSUBISHI Raider,3.7,6.0,Auto-L4,4WD,Gasoline,pickup,7.0,14.0,18.0,15.0,3.0,no
,,,,,,,,,,,,,MITSUBISHI Raider,4.7,8.0,Auto-L5,2WD,Gasoline,pickup,7.0,14.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,MITSUBISHI Raider,4.7,8.0,Auto-L5,4WD,Gasoline,pickup,7.0,14.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,MITSUBISHI Raider,3.7,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,MITSUBISHI Raider,3.7,6.0,Man-6,2WD,Gasoline,pickup,6.0,16.0,20.0,18.0,5.0,no
,,,,,,,,,,,,,MITSUBISHI Raider,3.7,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no
,,,,,,,,,,,,,NISSAN 350Z,3.5,6.0,Auto-S5,2WD,Gasoline,small car,7.0,17.0,24.0,20.0,6.0,yes
,,,,,,,,,,,,,NISSAN 350Z,3.5,6.0,Man-6,2WD,Gasoline,small car,7.0,18.0,25.0,20.0,6.0,yes
,,,,,,,,,,,,,NISSAN 350Z Roadster,3.5,6.0,Auto-S5,2WD,Gasoline,small car,7.0,17.0,23.0,19.0,5.0,no
,,,,,,,,,,,,,NISSAN 350Z Roadster,3.5,6.0,Man-6,2WD,Gasoline,small car,7.0,17.0,24.0,20.0,6.0,yes
,,,,,,,,,,,,,NISSAN Altima,2.5,4.0,Auto-AV,2WD,Gasoline,midsize car,9.5,23.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Altima,2.5,4.0,Man-6,2WD,Gasoline,midsize car,9.5,23.0,32.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Altima,2.5,4.0,Auto-AV,2WD,Gasoline,small car,9.5,23.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Altima,2.5,4.0,Man-6,2WD,Gasoline,small car,9.5,23.0,32.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Altima,3.5,6.0,Auto-AV,2WD,Gasoline,midsize car,7.0,19.0,26.0,22.0,6.0,yes
,,,,,,,,,,,,,NISSAN Altima,3.5,6.0,Man-6,2WD,Gasoline,midsize car,7.0,19.0,27.0,22.0,6.0,yes
,,,,,,,,,,,,,NISSAN Altima,3.5,6.0,Auto-AV,2WD,Gasoline,small car,7.0,19.0,26.0,22.0,6.0,yes
,,,,,,,,,,,,,NISSAN Altima,3.5,6.0,Man-6,2WD,Gasoline,small car,7.0,19.0,27.0,22.0,6.0,yes
,,,,,,,,,,,,,NISSAN Altima,2.5,4.0,Auto-AV,2WD,Gasoline,midsize car,6.0,23.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Altima,2.5,4.0,Man-6,2WD,Gasoline,midsize car,6.0,23.0,32.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Altima,2.5,4.0,Auto-AV,2WD,Gasoline,small car,6.0,23.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Altima,2.5,4.0,Man-6,2WD,Gasoline,small car,6.0,23.0,32.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Altima Hybrid,2.5,4.0,Auto-AV,2WD,Gasoline,midsize car,9.5,35.0,33.0,34.0,9.0,yes
,,,,,,,,,,,,,NISSAN Armada,5.6,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,NISSAN Armada,5.6,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,12.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,NISSAN Frontier,2.5,4.0,Auto-L5,2WD,Gasoline,pickup,7.0,17.0,22.0,19.0,5.0,no
,,,,,,,,,,,,,NISSAN Frontier,2.5,4.0,Man-5,2WD,Gasoline,pickup,7.0,19.0,23.0,21.0,6.0,yes
,,,,,,,,,,,,,NISSAN Frontier,4.0,6.0,Auto-L5,2WD,Gasoline,pickup,7.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,NISSAN Frontier,4.0,6.0,Man-6,2WD,Gasoline,pickup,7.0,16.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,NISSAN Frontier,4.0,6.0,Auto-L5,4WD,Gasoline,pickup,7.0,14.0,19.0,16.0,4.0,no
,,,,,,,,,,,,,NISSAN Frontier,4.0,6.0,Man-6,4WD,Gasoline,pickup,7.0,15.0,19.0,17.0,4.0,no
,,,,,,,,,,,,,NISSAN Maxima,3.5,6.0,Auto-AV,2WD,Gasoline,midsize car,7.0,19.0,25.0,21.0,6.0,yes
,,,,,,,,,,,,,NISSAN Pathfinder,4.0,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,15.0,22.0,17.0,4.0,no
,,,,,,,,,,,,,NISSAN Pathfinder,4.0,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,NISSAN Pathfinder,5.6,8.0,Auto-S5,2WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3.0,no
,,,,,,,,,,,,,NISSAN Pathfinder,5.6,8.0,Auto-S5,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,NISSAN Quest,3.5,6.0,Auto-L5,2WD,Gasoline,minivan,7.0,16.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,NISSAN Rogue,2.5,4.0,Auto-AV,2WD,Gasoline,SUV,9.0,22.0,27.0,24.0,7.0,yes
,,,,,,,,,,,,,NISSAN Rogue,2.5,4.0,Auto-AV,4WD,Gasoline,SUV,9.0,21.0,26.0,23.0,7.0,yes
,,,,,,,,,,,,,NISSAN Rogue,2.5,4.0,Auto-AV,2WD,Gasoline,SUV,6.0,22.0,27.0,24.0,7.0,yes
,,,,,,,,,,,,,NISSAN Rogue,2.5,4.0,Auto-AV,4WD,Gasoline,SUV,6.0,21.0,26.0,23.0,7.0,yes
,,,,,,,,,,,,,NISSAN Sentra,2.0,4.0,Man-6,2WD,Gasoline,midsize car,7.0,24.0,31.0,27.0,8.0,yes
,,,,,,,,,,,,,NISSAN Sentra,2.0,4.0,Auto-AV,2WD,Gasoline,midsize car,7.0,25.0,33.0,28.0,8.0,yes
,,,,,,,,,,,,,NISSAN Sentra,2.5,4.0,Man-6,2WD,Gasoline,midsize car,6.0,21.0,29.0,24.0,7.0,yes
,,,,,,,,,,,,,NISSAN Sentra,2.5,4.0,Auto-AV,2WD,Gasoline,midsize car,6.0,24.0,30.0,26.0,8.0,yes
,,,,,,,,,,,,,NISSAN Titan,5.6,8.0,Auto-L5,2WD,Gasoline,pickup,6.0,12.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,NISSAN Titan,5.6,8.0,Auto-L5,4WD,Gasoline,pickup,6.0,12.0,17.0,14.0,2.0,no
,,,,,,,,,,,,,NISSAN Versa,1.8,4.0,Auto-L4,2WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,8.0,yes
,,,,,,,,,,,,,NISSAN Versa,1.8,4.0,Man-6,2WD,Gasoline,midsize car,7.0,26.0,31.0,28.0,8.0,yes
,,,,,,,,,,,,,NISSAN Versa,1.8,4.0,Auto-AV,2WD,Gasoline,midsize car,7.0,27.0,33.0,29.0,8.0,yes
,,,,,,,,,,,,,NISSAN Xterra,4.0,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,NISSAN Xterra,4.0,6.0,Man-6,2WD,Gasoline,SUV,7.0,16.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,NISSAN Xterra,4.0,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,NISSAN Xterra,4.0,6.0,Man-6,4WD,Gasoline,SUV,7.0,16.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,PONTIAC G5,2.2,4.0,Auto-L4,2WD,Gasoline,small car,9.5,22.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,PONTIAC G5,2.2,4.0,Man-5,2WD,Gasoline,small car,9.5,24.0,33.0,27.0,8.0,yes
,,,,,,,,,,,,,PONTIAC G5,2.2,4.0,Auto-L4,2WD,Gasoline,small car,6.0,22.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,PONTIAC G5,2.2,4.0,Man-5,2WD,Gasoline,small car,6.0,24.0,33.0,27.0,8.0,yes
,,,,,,,,,,,,,PONTIAC G5,2.4,4.0,Auto-L4,2WD,Gasoline,small car,6.0,22.0,31.0,25.0,7.0,yes
,,,,,,,,,,,,,PONTIAC G5,2.4,4.0,Man-5,2WD,Gasoline,small car,6.0,22.0,32.0,26.0,8.0,yes
,,,,,,,,,,,,,PONTIAC G6,3.5,6.0,Auto-S4,2WD,Gasoline,small car,7.0,17.0,26.0,20.0,6.0,yes
,,,,,,,,,,,,,PONTIAC G6,3.5,6.0,Auto-L4,2WD,Gasoline,small car,7.0,18.0,29.0,22.0,6.0,yes
,,,,,,,,,,,,,PONTIAC G6,2.4,4.0,Auto-L4,2WD,Gasoline,small car,6.0,22.0,30.0,25.0,7.0,yes
,,,,,,,,,,,,,PONTIAC G6,3.5,6.0,Auto-S4,2WD,Gasoline,small car,6.0,17.0,26.0,20.0,6.0,no
,,,,,,,,,,,,,PONTIAC G6,3.6,6.0,Auto-S6,2WD,Gasoline,small car,6.0,17.0,26.0,20.0,6.0,no
,,,,,,,,,,,,,PONTIAC G6,3.9,6.0,Auto-S4,2WD,Gasoline,small car,6.0,15.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,PONTIAC G8,6.0,8.0,Auto-S6,2WD,Gasoline,large car,6.0,15.0,24.0,18.0,5.0,no
,,,,,,,,,,,,,PONTIAC Grand Prix,3.8,6.0,Auto-L4,2WD,Gasoline,midsize car,9.5,18.0,28.0,21.0,6.0,yes
,,,,,,,,,,,,,PONTIAC Grand Prix,5.3,8.0,Auto-S4,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5.0,no
,,,,,,,,,,,,,PONTIAC Pursuit,2.2,4.0,Auto-L4,2WD,Gasoline,small car,9.5,22.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,PONTIAC Pursuit,2.2,4.0,Man-5,2WD,Gasoline,small car,9.5,24.0,33.0,27.0,8.0,yes
,,,,,,,,,,,,,PONTIAC Pursuit,2.2,4.0,Auto-L4,2WD,Gasoline,small car,6.0,22.0,31.0,26.0,8.0,yes
,,,,,,,,,,,,,PONTIAC Pursuit,2.2,4.0,Man-5,2WD,Gasoline,small car,6.0,24.0,33.0,27.0,8.0,yes
,,,,,,,,,,,,,PONTIAC Pursuit,2.4,4.0,Auto-L4,2WD,Gasoline,small car,6.0,22.0,31.0,25.0,7.0,yes
,,,,,,,,,,,,,PONTIAC Pursuit,2.4,4.0,Man-5,2WD,Gasoline,small car,6.0,22.0,32.0,26.0,8.0,yes
,,,,,,,,,,,,,PONTIAC Solstice,2.0,4.0,Auto-L5,2WD,Gasoline,small car,6.0,19.0,26.0,21.0,6.0,no
,,,,,,,,,,,,,PONTIAC Solstice,2.0,4.0,Man-5,2WD,Gasoline,small car,6.0,19.0,28.0,22.0,6.0,no
,,,,,,,,,,,,,PONTIAC Solstice,2.4,4.0,Auto-L5,2WD,Gasoline,small car,6.0,19.0,24.0,21.0,6.0,no
,,,,,,,,,,,,,PONTIAC Solstice,2.4,4.0,Man-5,2WD,Gasoline,small car,6.0,19.0,25.0,21.0,6.0,no
,,,,,,,,,,,,,PONTIAC Torrent,3.4,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,PONTIAC Torrent,3.4,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,PONTIAC Torrent,3.6,6.0,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,PONTIAC Torrent,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,PONTIAC Vibe,1.8,4.0,Auto-L4,2WD,Gasoline,station wagon,7.0,25.0,31.0,27.0,8.0,yes
,,,,,,,,,,,,,PONTIAC Vibe,1.8,4.0,Man-5,2WD,Gasoline,station wagon,7.0,26.0,33.0,29.0,8.0,yes
,,,,,,,,,,,,,PORSCHE 911 GT2,3.6,6.0,Man-6,2WD,Gasoline,small car,6.0,16.0,23.0,19.0,5.0,no
,,,,,,,,,,,,,PORSCHE 911 GT3,3.6,6.0,Man-6,2WD,Gasoline,small car,6.0,15.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,PORSCHE 911 GT3 RS,3.6,6.0,Man-6,2WD,Gasoline,small car,6.0,15.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,PORSCHE 911 Turbo,3.6,6.0,Auto-L5,4WD,Gasoline,small car,6.0,15.0,23.0,18.0,5.0,no
,,,,,,,,,,,,,PORSCHE 911 Turbo,3.6,6.0,Man-6,4WD,Gasoline,small car,6.0,16.0,23.0,18.0,5.0,no
,,,,,,,,,,,,,PORSCHE 911 Turbo Cabriolet,3.6,6.0,Auto-L5,4WD,Gasoline,small car,6.0,15.0,23.0,18.0,5.0,no
,,,,,,,,,,,,,PORSCHE 911 Turbo Cabriolet,3.6,6.0,Man-6,4WD,Gasoline,small car,6.0,15.0,24.0,18.0,5.0,no
,,,,,,,,,,,,,PORSCHE Boxster,2.7,6.0,Auto-L5,2WD,Gasoline,small car,7.0,19.0,26.0,21.0,6.0,yes
,,,,,,,,,,,,,PORSCHE Boxster,2.7,6.0,Man-6,2WD,Gasoline,small car,7.0,19.0,28.0,22.0,6.0,yes
,,,,,,,,,,,,,PORSCHE Boxster,2.7,6.0,Man-5,2WD,Gasoline,small car,7.0,20.0,29.0,23.0,7.0,yes
,,,,,,,,,,,,,PORSCHE Boxster S,3.4,6.0,Auto-L5,2WD,Gasoline,small car,7.0,18.0,25.0,21.0,6.0,yes
,,,,,,,,,,,,,PORSCHE Boxster S,3.4,6.0,Man-6,2WD,Gasoline,small car,7.0,18.0,26.0,21.0,6.0,yes
,,,,,,,,,,,,,PORSCHE Carrera Cabriolet,3.6,6.0,Auto-L5,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,PORSCHE Carrera Cabriolet,3.6,6.0,Man-6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6.0,no
,,,,,,,,,,,,,PORSCHE Carrera Cabriolet,3.6,6.0,Auto-L5,2WD,Gasoline,small car,6.0,18.0,24.0,20.0,6.0,no
,,,,,,,,,,,,,PORSCHE Carrera Cabriolet,3.6,6.0,Man-6,2WD,Gasoline,small car,6.0,18.0,26.0,21.0,6.0,no
,,,,,,,,,,,,,PORSCHE Carrera Coupe,3.6,6.0,Auto-L5,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,PORSCHE Carrera Coupe,3.6,6.0,Man-6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6.0,no
,,,,,,,,,,,,,PORSCHE Carrera Coupe,3.6,6.0,Auto-L5,2WD,Gasoline,small car,6.0,18.0,24.0,20.0,6.0,no
,,,,,,,,,,,,,PORSCHE Carrera Coupe,3.6,6.0,Man-6,2WD,Gasoline,small car,6.0,18.0,26.0,21.0,6.0,no
,,,,,,,,,,,,,PORSCHE Carrera Targa,3.6,6.0,Auto-L5,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,PORSCHE Carrera Targa,3.6,6.0,Man-6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6.0,no
,,,,,,,,,,,,,PORSCHE Cayenne,3.6,6.0,Man-6,4WD,Gasoline,SUV,6.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,PORSCHE Cayenne,3.6,6.0,Auto-L6,4WD,Gasoline,SUV,6.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,PORSCHE Cayenne S,4.8,8.0,Auto-L6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,PORSCHE Cayenne Turbo,4.8,8.0,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no
,,,,,,,,,,,,,PORSCHE Cayman,2.7,6.0,Auto-L5,2WD,Gasoline,small car,7.0,19.0,26.0,21.0,6.0,yes
,,,,,,,,,,,,,PORSCHE Cayman,2.7,6.0,Man-6,2WD,Gasoline,small car,7.0,19.0,28.0,22.0,6.0,yes
,,,,,,,,,,,,,PORSCHE Cayman,2.7,6.0,Man-5,2WD,Gasoline,small car,7.0,20.0,29.0,23.0,7.0,yes
,,,,,,,,,,,,,PORSCHE Cayman S,3.4,6.0,Auto-L5,2WD,Gasoline,small car,7.0,18.0,25.0,21.0,6.0,yes
,,,,,,,,,,,,,PORSCHE Cayman S,3.4,6.0,Man-6,2WD,Gasoline,small car,7.0,18.0,26.0,21.0,6.0,yes
,,,,,,,,,,,,,ROLLS-ROYCE Phantom,6.7,12.0,Auto-S6,2WD,Gasoline,midsize car,6.0,13.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,ROLLS-ROYCE Phantom,6.7,12.0,Auto-S6,2WD,Gasoline,small car,6.0,13.0,19.0,15.0,3.0,no
,,,,,,,,,,,,,ROUSH Stage 3 F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,11.0,15.0,13.0,1.0,no
,,,,,,,,,,,,,ROUSH Stage 3 F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,11.0,15.0,13.0,1.0,no
,,,,,,,,,,,,,ROUSH Stage 3 Mustang,4.6,8.0,Auto-L5,2WD,Gasoline,small car,7.0,14.0,20.0,16.0,4.0,no
,,,,,,,,,,,,,ROUSH Stage 3 Mustang,4.6,8.0,Man-5,2WD,Gasoline,small car,7.0,15.0,20.0,17.0,4.0,no
,,,,,,,,,,,,,SAAB 9-3 Convertible,2.0,4.0,Auto-S5,2WD,Gasoline,small car,6.0,18.0,24.0,20.0,6.0,no
,,,,,,,,,,,,,SAAB 9-3 Convertible,2.0,4.0,Man-6,2WD,Gasoline,small car,6.0,18.0,27.0,22.0,6.0,no
,,,,,,,,,,,,,SAAB 9-3 Convertible,2.8,6.0,Auto-S6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5.0,no
,,,,,,,,,,,,,SAAB 9-3 Convertible,2.8,6.0,Man-6,2WD,Gasoline,small car,6.0,16.0,26.0,19.0,5.0,no
,,,,,,,,,,,,,SAAB 9-3 Sport Sedan,2.0,4.0,Auto-S5,2WD,Gasoline,small car,6.0,19.0,26.0,21.0,6.0,no
,,,,,,,,,,,,,SAAB 9-3 Sport Sedan,2.0,4.0,Man-6,2WD,Gasoline,small car,6.0,19.0,29.0,23.0,7.0,yes
,,,,,,,,,,,,,SAAB 9-3 Sport Sedan,2.8,6.0,Auto-S6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5.0,no
,,,,,,,,,,,,,SAAB 9-3 Sport Sedan,2.8,6.0,Man-6,2WD,Gasoline,small car,6.0,16.0,26.0,19.0,5.0,no
,,,,,,,,,,,,,SAAB 9-3 Sportcombi,2.0,4.0,Auto-S5,2WD,Gasoline,station wagon,6.0,18.0,24.0,20.0,6.0,no
,,,,,,,,,,,,,SAAB 9-3 Sportcombi,2.0,4.0,Man-6,2WD,Gasoline,station wagon,6.0,19.0,29.0,23.0,7.0,yes
,,,,,,,,,,,,,SAAB 9-3 Sportcombi,2.8,6.0,Auto-S6,2WD,Gasoline,station wagon,6.0,15.0,24.0,18.0,5.0,no
,,,,,,,,,,,,,SAAB 9-3 Sportcombi,2.8,6.0,Man-6,2WD,Gasoline,station wagon,6.0,16.0,26.0,19.0,5.0,no
,,,,,,,,,,,,,SAAB 9-5,2.3,4.0,Auto-S5,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no
,,,,,,,,,,,,,SAAB 9-5,2.3,4.0,Man-5,2WD,Gasoline,midsize car,6.0,18.0,28.0,21.0,6.0,no
,,,,,,,,,,,,,SAAB 9-5 Sportcombi,2.3,4.0,Auto-S5,2WD,Gasoline,station wagon,6.0,17.0,26.0,20.0,6.0,no
,,,,,,,,,,,,,SAAB 9-5 Sportcombi,2.3,4.0,Man-5,2WD,Gasoline,station wagon,6.0,18.0,28.0,21.0,6.0,no
,,,,,,,,,,,,,SAAB 9-7X,5.3,8.0,Auto-L4,4WD,Gasoline,SUV,6.0,13.0,19.0,16.0,4.0,no
,,,,,,,,,,,,,SAAB 9-7X,6.0,8.0,Auto-L4,4WD,Gasoline,SUV,6.0,12.0,16.0,13.0,1.0,no
,,,,,,,,,,,,,SALEEN S281,5.0,8.0,Man-6,2WD,Gasoline,small car,6.0,12.0,18.0,14.0,2.0,no
,,,,,,,,,,,,,SATURN Aura,3.5,6.0,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6.0,yes
,,,,,,,,,,,,,SATURN Aura,2.4,4.0,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7.0,yes
,,,,,,,,,,,,,SATURN Aura,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no
,,,,,,,,,,,,,SATURN Aura Hybrid,2.4,4.0,Auto-L4,2WD,Gasoline,midsize car,6.0,24.0,32.0,27.0,8.0,yes
,,,,,,,,,,,,,SATURN Outlook,3.6,6.0,Auto-L6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no
,,,,,,,,,,,,,SATURN Outlook,3.6,6.0,Auto-L6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5.0,no
,,,,,,,,,,,,,SATURN Sky,2.0,4.0,Auto-L5,2WD,Gasoline,small car,6.0,19.0,26.0,21.0,6.0,no
,,,,,,,,,,,,,SATURN Sky,2.0,4.0,Man-5,2WD,Gasoline,small car,6.0,19.0,28.0,22.0,6.0,no
,,,,,,,,,,,,,SATURN Sky,2.4,4.0,Auto-L5,2WD,Gasoline,small car,6.0,19.0,24.0,21.0,6.0,no
,,,,,,,,,,,,,SATURN Sky,2.4,4.0,Man-5,2WD,Gasoline,small car,6.0,19.0,25.0,21.0,6.0,no
,,,,,,,,,,,,,SATURN Vue,3.5,6.0,Auto-L6,4WD,Gasoline,SUV,6.0,15.0,22.0,17.0,4.0,no
,,,,,,,,,,,,,SATURN Vue,3.6,6.0,Auto-L6,2WD,Gasoline,SUV,6.0,16.0,23.0,19.0,5.0,no
